dates,sar2524-0000,sar2524-0001,sar2524-0002,sar2524-0003,sar2524-0004,sar2524-0005,satname
1988-05-01 09:35:57+00:00,209.91,213.43,188.09,210.59,214.07,213.81,L5
1988-05-17 09:36:08+00:00,207.6,214.63,192.97,213.52,214.93,211.81,L5
1988-06-02 09:36:14+00:00,,,,,,187.01,L5
1988-06-11 09:30:05+00:00,215.67,221.38,196.19,224.02,223.46,212.41,L5
1988-06-18 09:36:19+00:00,211.44,212.18,194.93,217.14,218.28,202.95,L5
1988-07-04 09:36:24+00:00,217.63,207.7,179.27,202.67,207.33,204.0,L5
1988-07-13 09:30:15+00:00,211.75,217.45,194.82,215.61,216.99,212.94,L5
1988-07-20 09:36:27+00:00,210.6,218.87,195.1,206.85,213.21,200.37,L5
1988-07-29 09:30:18+00:00,208.48,215.27,187.89,206.83,214.66,202.37,L5
1988-08-05 09:36:28+00:00,185.0,195.84,172.92,183.22,209.16,193.11,L5
1988-08-14 09:30:16+00:00,209.82,222.25,200.26,222.66,221.76,215.75,L5
1988-08-21 09:36:29+00:00,198.09,201.09,182.7,202.26,213.43,202.64,L5
1988-08-30 09:30:21+00:00,213.36,214.38,196.21,209.53,226.08,215.71,L5
1988-09-15 09:30:17+00:00,181.06,198.01,161.57,184.22,208.17,194.72,L5
1988-09-22 09:36:26+00:00,209.03,218.53,198.25,205.68,218.82,210.74,L5
1988-10-08 09:36:21+00:00,174.32,189.77,161.2,164.54,194.95,,L5
1988-12-04 09:30:05+00:00,183.02,203.22,169.22,190.96,212.36,206.53,L5
1988-12-11 09:36:09+00:00,199.82,212.42,180.58,197.81,210.57,208.12,L5
1989-01-12 09:35:56+00:00,197.66,204.71,172.81,197.65,213.06,208.0,L5
1989-02-06 09:29:35+00:00,205.28,216.33,180.66,209.08,221.9,210.8,L5
1989-03-26 09:28:29+00:00,215.89,223.44,192.99,206.4,219.81,212.38,L5
1989-04-02 09:34:48+00:00,209.8,212.52,185.33,213.36,215.59,207.5,L5
1989-04-18 09:34:43+00:00,195.58,201.95,170.81,184.01,211.16,206.1,L5
1989-05-20 09:34:09+00:00,215.82,230.27,198.25,225.73,228.21,215.0,L5
1989-06-14 09:27:46+00:00,207.97,217.92,193.55,219.38,217.26,206.52,L5
1989-06-21 09:33:31+00:00,212.78,213.45,190.32,214.36,218.95,209.46,L5
1989-06-30 09:27:15+00:00,217.27,214.93,182.89,203.26,211.67,202.76,L5
1989-07-23 09:32:57+00:00,206.52,212.6,193.06,211.04,214.21,205.02,L5
1989-08-24 09:32:15+00:00,211.25,223.02,196.82,220.23,223.51,213.58,L5
1989-09-02 09:25:53+00:00,202.38,205.63,180.2,202.82,210.64,201.76,L5
1989-09-09 09:31:51+00:00,204.97,212.68,184.78,209.13,218.75,206.41,L5
1989-09-18 09:25:20+00:00,204.44,211.42,193.68,210.63,215.82,213.48,L5
1989-09-25 09:31:28+00:00,223.17,225.28,200.48,217.85,227.39,217.18,L5
1989-10-04 09:25:12+00:00,213.76,223.44,193.18,192.38,214.45,202.41,L5
1989-10-11 09:31:06+00:00,210.45,213.86,188.35,206.93,215.84,214.29,L5
1989-10-27 09:30:27+00:00,211.34,217.42,184.25,209.6,218.25,,L5
1989-11-28 09:29:40+00:00,205.39,211.0,180.77,200.56,219.61,214.4,L5
1990-01-31 09:27:43+00:00,,190.66,172.14,,,,L5
1990-02-16 09:27:12+00:00,175.5,193.35,162.55,,199.13,186.81,L5
1990-03-04 09:26:38+00:00,186.7,191.2,162.48,,180.89,203.88,L5
1990-04-14 09:19:47+00:00,229.45,239.28,198.49,219.02,221.37,215.8,L5
1990-04-21 09:25:58+00:00,206.16,211.15,188.0,208.4,224.99,215.39,L5
1990-05-16 09:19:49+00:00,220.48,225.96,214.24,235.24,230.0,219.71,L5
1990-06-01 09:19:44+00:00,215.34,236.36,204.01,229.58,225.15,205.85,L5
1990-06-17 09:19:42+00:00,221.57,219.89,193.83,221.35,220.98,214.24,L5
1990-06-24 09:25:54+00:00,191.52,204.43,179.73,188.51,205.33,193.13,L5
1990-07-10 09:25:52+00:00,207.51,213.49,190.73,206.59,216.48,202.51,L5
1990-07-19 09:19:37+00:00,208.29,211.15,181.27,185.28,203.05,203.63,L5
1990-07-26 09:25:48+00:00,218.9,225.8,200.78,225.52,221.5,207.72,L5
1990-08-11 09:25:43+00:00,222.99,230.1,200.46,221.56,221.47,214.3,L5
1990-08-20 09:19:30+00:00,211.77,222.8,193.76,221.07,227.02,213.72,L5
1990-09-12 09:25:35+00:00,208.61,211.96,189.31,187.47,207.4,200.59,L5
1990-09-21 09:19:19+00:00,179.65,193.99,167.19,183.32,203.25,187.09,L5
1990-09-28 09:25:26+00:00,216.78,222.91,193.37,217.64,223.31,215.82,L5
1990-10-07 09:19:07+00:00,205.97,215.32,182.64,,,,L5
1990-10-14 09:25:20+00:00,210.58,208.04,181.24,204.92,214.92,203.67,L5
1990-10-30 09:25:11+00:00,197.11,201.32,171.71,193.64,210.28,203.47,L5
1990-11-15 09:25:13+00:00,176.9,188.37,169.01,172.6,208.25,205.4,L5
1991-01-11 09:20:03+00:00,,207.32,175.43,165.56,210.06,204.64,L5
1991-04-08 09:27:30+00:00,180.61,187.89,164.32,189.76,211.89,202.28,L5
1991-04-17 09:21:32+00:00,207.57,218.43,193.84,210.99,218.76,207.08,L5
1991-04-24 09:27:46+00:00,210.55,214.99,183.93,204.0,212.75,206.35,L5
1991-05-26 09:28:22+00:00,212.48,219.44,199.92,194.61,218.27,203.58,L5
1991-06-20 09:22:30+00:00,203.77,212.36,187.89,207.17,213.52,200.17,L5
1991-06-27 09:28:49+00:00,206.39,204.56,177.43,199.92,204.47,194.43,L5
1991-07-06 09:22:46+00:00,213.83,230.07,198.68,227.74,224.79,204.84,L5
1991-07-13 09:28:57+00:00,204.38,213.08,183.85,207.27,206.75,199.73,L5
1991-07-22 09:22:58+00:00,223.46,230.64,197.12,219.9,217.7,207.86,L5
1991-07-29 09:29:13+00:00,218.82,227.1,200.76,204.56,212.66,203.36,L5
1991-08-07 09:23:04+00:00,218.42,221.62,197.37,233.35,222.77,218.51,L5
1991-08-14 09:29:15+00:00,200.49,208.56,192.73,207.16,213.04,215.44,L5
1991-08-23 09:23:10+00:00,218.77,223.92,198.7,222.01,222.57,207.06,L5
1991-08-30 09:29:25+00:00,206.06,217.07,191.8,197.02,214.51,202.62,L5
1991-09-15 09:29:38+00:00,208.92,215.88,201.09,216.78,220.1,206.87,L5
1991-09-24 09:23:31+00:00,180.01,195.04,170.02,183.52,215.09,201.69,L5
1991-10-01 09:29:43+00:00,223.82,225.52,199.59,206.22,217.23,214.18,L5
1991-10-17 09:29:54+00:00,217.43,231.82,190.19,210.44,223.71,215.48,L5
1991-11-02 09:29:52+00:00,205.27,215.42,182.04,206.11,218.44,215.12,L5
1991-11-11 09:23:45+00:00,208.48,213.11,186.69,209.29,224.75,217.99,L5
1991-12-04 09:30:12+00:00,200.68,205.15,174.91,209.78,226.39,211.24,L5
1992-01-05 09:29:59+00:00,186.33,191.43,163.42,186.08,212.2,210.17,L5
1992-01-14 09:23:49+00:00,193.75,207.09,174.68,203.23,218.19,211.0,L5
1992-01-30 09:23:54+00:00,203.54,214.06,174.39,203.75,216.58,212.18,L5
1992-02-06 09:29:56+00:00,201.24,209.51,180.41,201.03,215.31,210.41,L5
1992-02-15 09:23:38+00:00,203.25,208.11,175.58,202.56,221.67,209.98,L5
1992-04-10 09:29:42+00:00,,,,161.44,,,L5
1992-05-12 09:29:27+00:00,208.51,210.09,184.87,199.89,211.54,199.34,L5
1992-05-28 09:29:18+00:00,204.19,210.54,188.68,214.53,215.02,201.13,L5
1992-06-13 09:29:08+00:00,206.49,205.99,180.21,205.22,213.8,190.71,L5
1992-06-29 09:28:56+00:00,212.74,223.95,199.95,205.31,216.32,199.31,L5
1992-07-08 09:22:38+00:00,214.73,228.85,192.42,199.7,211.12,208.62,L5
1992-07-15 09:28:44+00:00,213.23,217.95,186.89,199.18,209.03,189.25,L5
1992-07-31 09:28:32+00:00,215.49,219.69,196.32,222.33,221.5,211.36,L5
1992-08-09 09:22:14+00:00,218.16,225.89,199.14,225.91,223.51,220.48,L5
1992-08-16 09:28:17+00:00,204.45,211.11,183.28,205.79,213.94,200.33,L5
1992-09-01 09:28:02+00:00,188.52,195.22,170.09,,196.73,170.29,L5
1992-09-10 09:21:44+00:00,206.08,222.28,192.0,223.11,222.95,207.94,L5
1992-09-17 09:27:48+00:00,211.66,225.0,201.94,224.72,227.63,210.64,L5
1992-11-04 09:26:58+00:00,206.88,220.3,185.0,193.86,216.36,214.78,L5
1992-12-06 09:26:58+00:00,,192.84,162.29,,,,L5
1993-01-23 09:27:27+00:00,,,,211.4,,,L5
1993-02-08 09:27:38+00:00,,,,171.88,,,L5
1993-03-12 09:27:54+00:00,208.5,214.98,182.46,202.32,213.44,206.73,L5
1993-03-28 09:27:56+00:00,204.78,206.87,178.29,204.37,212.06,204.61,L5
1993-05-08 09:22:01+00:00,212.7,221.32,197.93,207.95,217.41,214.73,L5
1993-05-15 09:28:13+00:00,206.56,213.65,185.11,210.96,215.86,213.72,L5
1993-05-24 09:22:03+00:00,221.56,227.47,197.19,214.69,215.54,207.65,L5
1993-05-31 09:28:16+00:00,199.36,208.21,181.21,207.1,210.99,198.85,L5
1993-06-09 09:22:05+00:00,216.32,216.32,186.14,212.76,211.2,203.88,L5
1993-06-16 09:28:14+00:00,220.55,224.84,192.91,215.45,220.51,205.14,L5
1993-06-25 09:22:00+00:00,173.44,,159.44,215.65,215.09,206.07,L5
1993-07-18 09:28:08+00:00,212.09,212.84,196.03,218.97,215.66,210.1,L5
1993-07-27 09:21:57+00:00,205.33,204.62,182.37,205.58,213.45,204.43,L5
1993-08-03 09:28:08+00:00,215.01,222.1,196.89,219.11,219.65,213.52,L5
1993-08-19 09:28:08+00:00,200.79,207.29,188.27,207.45,211.88,202.69,L5
1993-10-06 09:27:59+00:00,208.21,215.32,188.44,196.35,216.03,213.0,L5
1993-11-16 09:21:29+00:00,190.04,201.37,166.48,199.07,217.92,211.23,L5
1994-01-03 09:21:08+00:00,178.8,206.87,170.93,192.39,212.55,210.72,L5
1994-01-26 09:26:59+00:00,180.13,190.81,156.16,169.74,191.27,176.9,L5
1994-02-27 09:26:35+00:00,206.44,210.83,183.08,205.2,223.98,204.09,L5
1994-03-08 09:20:16+00:00,208.62,211.47,184.55,212.94,218.95,217.0,L5
1994-03-15 09:26:21+00:00,204.7,206.98,178.46,206.03,226.77,208.86,L5
1994-03-24 09:20:03+00:00,205.98,213.99,190.14,211.3,217.55,210.28,L5
1994-03-31 09:26:06+00:00,206.97,212.85,183.58,213.01,219.53,208.89,L5
1994-05-02 09:25:29+00:00,216.81,223.3,194.11,205.47,216.48,203.63,L5
1994-05-11 09:19:08+00:00,213.6,229.06,196.27,219.87,225.4,213.31,L5
1994-07-14 09:17:44+00:00,206.4,216.16,197.66,222.59,221.18,213.19,L5
1994-07-21 09:23:43+00:00,200.69,206.33,190.42,201.51,212.72,201.35,L5
1994-07-30 09:17:17+00:00,212.18,218.95,190.97,211.61,214.8,211.76,L5
1994-08-15 09:16:52+00:00,210.73,212.46,194.18,217.22,221.9,205.75,L5
1994-08-22 09:22:53+00:00,213.27,218.42,198.91,223.24,226.28,202.45,L5
1994-08-31 09:16:29+00:00,211.32,216.28,195.41,218.97,221.56,204.42,L5
1994-09-07 09:22:29+00:00,209.9,223.97,192.99,221.82,223.43,216.09,L5
1994-09-16 09:16:04+00:00,207.03,218.97,188.47,196.06,214.67,209.79,L5
1994-10-18 09:15:07+00:00,213.11,219.55,188.49,215.88,223.36,218.3,L5
1994-10-25 09:21:04+00:00,205.97,214.73,179.42,204.63,217.2,205.83,L5
1994-12-12 09:19:28+00:00,203.26,198.15,171.44,198.48,210.88,205.23,L5
1994-12-21 09:13:00+00:00,175.19,201.67,169.35,191.3,216.74,204.77,L5
1995-01-13 09:18:22+00:00,190.32,,,,,,L5
1995-01-22 09:11:52+00:00,,,,,,205.64,L5
1995-03-11 09:09:57+00:00,217.04,224.8,195.04,223.28,219.31,216.48,L5
1995-04-12 09:08:37+00:00,215.75,216.55,196.58,223.94,221.08,214.18,L5
1995-04-19 09:14:30+00:00,213.2,214.27,195.96,217.06,216.78,213.39,L5
1995-05-05 09:13:47+00:00,214.33,223.63,200.78,222.13,226.4,215.73,L5
1995-05-21 09:13:04+00:00,203.76,213.47,177.32,189.59,203.32,201.33,L5
1995-05-30 09:06:28+00:00,214.26,223.39,199.22,225.68,222.12,217.38,L5
1995-06-06 09:12:19+00:00,201.71,198.7,177.86,200.35,211.24,201.84,L5
1995-06-22 09:11:37+00:00,218.14,227.17,211.43,208.59,214.12,203.15,L5
1995-07-08 09:10:53+00:00,209.19,221.74,200.35,219.24,215.94,211.95,L5
1995-07-17 09:04:16+00:00,206.06,210.54,183.02,208.98,214.3,203.33,L5
1995-07-24 09:10:09+00:00,216.93,219.79,186.44,208.44,213.08,203.74,L5
1995-08-02 09:03:34+00:00,212.59,219.76,197.63,216.0,222.69,210.56,L5
1995-08-09 09:09:25+00:00,204.95,212.88,185.29,202.86,212.91,197.98,L5
1995-08-25 09:08:41+00:00,207.66,218.62,196.42,202.67,212.5,199.32,L5
1995-09-03 09:02:05+00:00,202.78,210.56,181.6,212.4,215.74,211.46,L5
1995-09-10 09:07:55+00:00,218.05,216.83,195.19,219.36,227.51,207.94,L5
1995-10-21 08:59:36+00:00,207.04,208.57,179.67,,,,L5
1995-11-06 08:59:03+00:00,205.89,210.86,173.27,207.9,225.96,218.97,L5
1995-12-31 09:07:58+00:00,204.31,212.76,190.35,196.98,,,L5
1996-02-17 09:11:19+00:00,182.47,198.25,171.71,191.71,217.4,,L5
1996-02-26 09:05:44+00:00,,,,,187.9,,L5
1996-03-13 09:06:48+00:00,206.45,217.12,192.48,217.34,228.03,217.62,L5
1996-03-29 09:07:49+00:00,177.44,187.69,159.27,,196.12,174.96,L5
1996-04-05 09:14:27+00:00,212.23,216.97,190.04,215.46,225.99,210.0,L5
1996-04-21 09:15:25+00:00,215.22,218.07,187.9,209.08,213.49,204.29,L5
1996-05-16 09:10:42+00:00,228.53,231.55,200.36,236.37,227.33,224.94,L5
1996-05-23 09:17:17+00:00,213.61,215.58,189.92,202.34,215.06,215.88,L5
1996-06-01 09:11:36+00:00,230.62,224.66,195.22,226.59,220.25,221.62,L5
1996-06-08 09:18:10+00:00,220.61,225.11,194.98,215.49,214.52,204.81,L5
1996-07-10 09:19:52+00:00,195.1,205.76,184.93,200.08,212.99,,L5
1996-07-26 09:20:43+00:00,206.22,213.53,191.05,196.65,211.26,202.64,L5
1996-08-27 09:22:24+00:00,206.24,209.56,184.13,207.22,181.38,,L5
1996-10-30 09:25:47+00:00,180.61,196.45,168.66,181.92,209.67,207.56,L5
1997-02-03 09:30:16+00:00,204.79,209.38,175.86,195.09,217.12,215.09,L5
1997-02-12 09:24:29+00:00,233.43,243.96,214.43,175.77,199.19,,L5
1997-02-19 09:30:58+00:00,179.2,197.85,169.54,169.05,199.85,197.69,L5
1997-03-16 09:25:47+00:00,208.37,217.54,194.55,221.09,219.97,213.7,L5
1997-03-23 09:32:13+00:00,208.96,211.82,183.7,224.69,221.17,216.43,L5
1997-04-24 09:33:22+00:00,216.61,218.85,195.81,219.44,223.1,216.91,L5
1997-05-10 09:33:55+00:00,211.12,215.55,189.28,210.17,213.93,207.35,L5
1997-07-13 09:36:09+00:00,222.29,214.25,188.0,216.17,213.88,204.47,L5
1997-07-22 09:30:16+00:00,213.53,222.1,198.34,214.93,213.08,203.35,L5
1997-08-07 09:30:48+00:00,230.15,230.09,205.82,,,,L5
1997-08-14 09:37:12+00:00,214.42,216.55,192.62,209.1,212.66,202.18,L5
1997-08-23 09:31:17+00:00,221.59,215.84,188.88,213.77,214.69,213.32,L5
1997-08-30 09:37:41+00:00,200.55,198.82,174.68,200.17,210.69,195.22,L5
1997-09-08 09:31:46+00:00,211.5,214.13,195.94,220.05,216.76,216.95,L5
1997-09-15 09:38:08+00:00,212.85,211.21,178.39,183.45,198.73,201.82,L5
1997-10-10 09:32:40+00:00,196.69,,169.65,179.29,187.12,,L5
1997-10-26 09:33:07+00:00,215.23,218.41,,,,,L5
1997-11-11 09:33:30+00:00,216.58,226.26,179.81,205.7,225.22,218.54,L5
1997-11-18 09:39:50+00:00,209.86,216.63,187.12,189.27,208.84,203.17,L5
1997-11-27 09:33:52+00:00,179.23,204.16,174.72,211.39,192.06,208.24,L5
1997-12-29 09:34:39+00:00,202.67,214.71,174.39,210.53,224.18,222.66,L5
1998-01-30 09:35:22+00:00,209.35,221.54,186.6,218.83,223.43,217.23,L5
1998-02-06 09:41:42+00:00,211.24,215.48,177.63,196.14,213.8,214.59,L5
1998-03-03 09:35:57+00:00,212.02,221.32,194.12,211.41,222.16,217.46,L5
1998-03-10 09:42:15+00:00,193.39,200.45,163.71,166.51,,,L5
1998-03-26 09:42:29+00:00,211.22,216.6,170.67,182.25,193.82,183.8,L5
1998-05-13 09:43:08+00:00,227.01,222.34,195.57,221.63,218.07,219.49,L5
1998-06-14 09:43:37+00:00,,,,,208.5,197.02,L5
1998-06-30 09:43:48+00:00,204.59,214.71,189.92,180.48,208.0,199.04,L5
1998-07-16 09:44:00+00:00,202.76,214.63,185.55,201.88,201.59,188.73,L5
1998-08-10 09:37:58+00:00,,,,218.15,214.96,214.4,L5
1998-08-26 09:38:09+00:00,209.45,214.83,188.21,210.76,212.88,207.33,L5
1998-09-18 09:44:32+00:00,206.34,212.52,193.93,200.22,214.39,201.78,L5
1998-10-20 09:44:34+00:00,192.98,198.85,172.9,182.76,201.29,191.72,L5
1998-10-29 09:38:26+00:00,,,,,215.83,202.15,L5
1999-03-06 09:38:42+00:00,199.05,207.91,175.31,201.81,217.37,211.85,L5
1999-03-13 09:44:46+00:00,216.38,222.56,197.79,224.3,234.66,213.6,L5
1999-04-14 09:44:27+00:00,178.29,193.41,167.65,167.35,195.96,186.23,L5
1999-04-23 09:38:17+00:00,217.02,217.27,194.89,207.26,223.03,214.99,L5
1999-04-30 09:44:26+00:00,220.13,217.93,191.01,216.56,219.37,203.95,L5
1999-05-25 09:37:45+00:00,,,,237.45,,,L5
1999-06-01 09:43:50+00:00,211.56,218.3,194.53,205.3,213.8,205.2,L5
1999-06-17 09:43:41+00:00,204.54,211.7,184.36,208.18,210.28,201.02,L5
1999-06-26 09:37:24+00:00,227.58,228.9,213.63,227.86,221.65,217.7,L5
1999-07-03 09:43:32+00:00,212.18,218.68,197.52,220.67,216.8,205.47,L5
1999-07-12 09:37:17+00:00,218.83,228.71,199.41,221.5,216.08,207.11,L5
1999-07-19 09:43:28+00:00,213.29,215.16,187.04,211.72,216.39,201.8,L5
1999-08-05 09:52:28+00:00,214.1,220.43,191.05,218.39,219.21,206.51,L7
1999-08-12 09:58:37+00:00,207.85,211.62,184.25,209.74,216.16,195.38,L7
1999-08-21 09:52:25+00:00,203.78,202.73,184.28,210.14,216.33,200.53,L7
1999-08-28 09:58:41+00:00,215.29,221.45,194.54,217.37,222.32,214.49,L7
1999-08-29 09:36:51+00:00,205.17,213.43,185.28,203.38,214.46,207.47,L5
1999-09-05 09:42:46+00:00,221.66,224.76,194.37,216.86,214.41,206.33,L5
1999-09-13 09:58:35+00:00,214.96,220.37,192.22,217.51,222.38,216.73,L7
1999-09-14 09:36:19+00:00,217.32,227.38,199.46,227.14,225.1,214.41,L5
1999-09-22 09:52:29+00:00,213.73,219.09,195.01,219.81,230.18,220.19,L7
1999-09-29 09:58:45+00:00,203.84,206.22,179.53,206.58,214.61,202.45,L7
1999-09-30 09:36:04+00:00,218.82,218.7,193.01,208.86,222.98,218.65,L5
1999-10-07 09:42:21+00:00,219.48,219.32,198.71,222.24,225.7,227.16,L5
1999-11-09 09:52:28+00:00,204.5,215.99,179.76,207.64,203.06,202.53,L7
1999-11-16 09:58:37+00:00,220.09,222.86,192.32,216.35,223.66,210.19,L7
1999-11-25 09:52:19+00:00,196.02,208.83,179.24,205.4,216.84,206.88,L7
1999-12-02 09:58:32+00:00,199.99,209.98,176.16,200.78,218.74,206.51,L7
1999-12-18 09:58:40+00:00,201.64,209.14,177.71,214.93,222.19,207.56,L7
1999-12-27 09:52:21+00:00,170.52,178.92,161.12,166.18,,,L7
2000-01-03 09:58:33+00:00,202.51,211.53,172.93,181.1,216.0,206.34,L7
2000-01-11 09:40:43+00:00,205.95,212.27,183.16,207.27,216.44,210.86,L5
2000-01-12 09:52:23+00:00,197.49,208.66,171.21,192.52,203.09,201.95,L7
2000-01-27 09:40:13+00:00,211.12,205.04,,221.5,229.82,215.24,L5
2000-02-04 09:58:30+00:00,205.0,206.62,173.25,207.49,215.65,205.62,L7
2000-02-13 09:52:17+00:00,190.96,207.14,177.23,208.45,220.26,208.9,L7
2000-03-07 09:58:18+00:00,218.71,216.02,192.23,213.91,223.02,209.55,L7
2000-03-16 09:52:08+00:00,205.17,211.29,175.66,198.08,207.38,198.42,L7
2000-03-23 09:58:20+00:00,219.03,218.15,197.9,220.9,219.19,209.63,L7
2000-04-01 09:52:04+00:00,185.51,199.43,166.96,172.28,197.59,177.74,L7
2000-04-08 09:58:08+00:00,208.35,221.77,188.93,203.82,210.2,200.08,L7
2000-05-03 09:51:48+00:00,215.23,219.64,196.41,216.51,221.01,209.51,L7
2000-06-03 09:41:49+00:00,220.28,225.5,201.7,219.06,212.63,206.7,L5
2000-06-04 09:51:26+00:00,215.86,218.35,189.53,213.26,212.02,199.03,L7
2000-06-11 09:57:36+00:00,207.37,213.01,187.17,209.04,209.48,,L7
2000-06-19 09:42:11+00:00,220.74,216.47,186.24,211.56,211.71,208.77,L5
2000-06-20 09:51:22+00:00,216.81,218.93,189.45,214.01,218.58,,L7
2000-06-27 09:57:25+00:00,215.62,219.5,199.34,210.92,207.72,,L7
2000-06-28 09:36:14+00:00,220.11,227.13,195.27,216.21,215.64,210.82,L5
2000-07-05 09:42:32+00:00,200.78,208.83,179.78,208.73,212.15,191.68,L5
2000-07-06 09:51:08+00:00,219.91,221.36,189.64,214.21,219.26,211.14,L7
2000-07-13 09:57:13+00:00,183.01,194.84,169.2,188.76,189.03,,L7
2000-07-22 09:50:52+00:00,214.43,222.82,191.7,215.28,219.85,209.6,L7
2000-07-29 09:56:55+00:00,198.54,203.25,171.61,177.89,207.42,,L7
2000-08-07 09:50:38+00:00,213.36,214.5,186.01,215.16,219.42,209.99,L7
